Date,Open,High,Low,Close,Adj Close,Volume,ticker
2024-01-17 09:30:00-05:00,181.27000427246094,181.55999755859375,181.02000427246094,181.33999633789062,181.33999633789062,2102706.0,AAPL
2024-01-17 09:31:00-05:00,181.33999633789062,181.4499969482422,180.81500244140625,180.8791961669922,180.8791961669922,376323.0,AAPL
2024-01-17 09:32:00-05:00,180.875,180.9149932861328,180.67999267578125,180.72000122070312,180.72000122070312,277601.0,AAPL
2024-01-17 09:33:00-05:00,180.71580505371094,180.71580505371094,180.41000366210938,180.4799041748047,180.4799041748047,347453.0,AAPL
2024-01-17 09:34:00-05:00,180.47500610351562,180.7100067138672,180.38999938964844,180.6699981689453,180.6699981689453,253896.0,AAPL
2024-01-17 09:35:00-05:00,180.66000366210938,180.7100067138672,180.52999877929688,180.595703125,180.595703125,247892.0,AAPL
2024-01-17 09:36:00-05:00,180.61000061035156,180.8000030517578,180.57000732421875,180.77000427246094,180.77000427246094,184007.0,AAPL
2024-01-17 09:37:00-05:00,180.75990295410156,180.96560668945312,180.75990295410156,180.91000366210938,180.91000366210938,227128.0,AAPL
2024-01-17 09:38:00-05:00,180.89999389648438,180.9149932861328,180.5500030517578,180.5800018310547,180.5800018310547,249605.0,AAPL
2024-01-17 09:39:00-05:00,180.57000732421875,180.6999053955078,180.5399932861328,180.61000061035156,180.61000061035156,181507.0,AAPL
2024-01-17 09:40:00-05:00,180.61000061035156,180.83999633789062,180.5500030517578,180.63999938964844,180.63999938964844,189801.0,AAPL
2024-01-17 09:41:00-05:00,180.63340759277344,180.83999633789062,180.63009643554688,180.72999572753906,180.72999572753906,165670.0,AAPL
2024-01-17 09:42:00-05:00,180.7333984375,180.85000610351562,180.6199951171875,180.85000610351562,180.85000610351562,174503.0,AAPL
2024-01-17 09:43:00-05:00,180.86500549316406,180.94000244140625,180.41000366210938,180.48500061035156,180.48500061035156,326919.0,AAPL
2024-01-17 09:44:00-05:00,180.48500061035156,180.5500030517578,180.3000030517578,180.39540100097656,180.39540100097656,277565.0,AAPL
2024-01-17 09:45:00-05:00,180.40980529785156,180.6157989501953,180.38999938964844,180.55999755859375,180.55999755859375,186618.0,AAPL
2024-01-17 09:47:00-05:00,180.52000427246094,180.72999572753906,180.5001983642578,180.58999633789062,180.58999633789062,316955.0,AAPL
2024-01-17 09:48:00-05:00,180.58999633789062,180.59500122070312,180.4127960205078,180.5399932861328,180.5399932861328,218956.0,AAPL
2024-01-17 09:49:00-05:00,180.5399932861328,180.8780975341797,180.53250122070312,180.8699951171875,180.8699951171875,204750.0,AAPL
2024-01-17 09:50:00-05:00,180.8699951171875,180.98989868164062,180.75,180.97000122070312,180.97000122070312,220739.0,AAPL
2024-01-17 09:51:00-05:00,180.97500610351562,181.10000610351562,180.9199981689453,181.05999755859375,181.05999755859375,256520.0,AAPL
2024-01-17 09:52:00-05:00,181.06500244140625,181.3800048828125,181.02110290527344,181.375,181.375,252850.0,AAPL
2024-01-17 09:53:00-05:00,181.3800048828125,181.52000427246094,181.2899932861328,181.34750366210938,181.34750366210938,306957.0,AAPL
2024-01-17 09:54:00-05:00,181.35000610351562,181.35989379882812,180.91000366210938,180.9199981689453,180.9199981689453,258222.0,AAPL
2024-01-17 09:55:00-05:00,180.9250030517578,181.2449951171875,180.86500549316406,181.08999633789062,181.08999633789062,226837.0,AAPL
2024-01-17 09:56:00-05:00,181.0800018310547,181.08419799804688,180.89999389648438,180.92010498046875,180.92010498046875,140239.0,AAPL
2024-01-17 09:57:00-05:00,180.92010498046875,181.13999938964844,180.8406982421875,181.08999633789062,181.08999633789062,177212.0,AAPL
