Date,Open,High,Low,Close,Adj Close,Volume,ticker
2023-11-17,190.25,190.3800048828125,188.57000732421875,189.69000244140625,189.69000244140625,50922700.0,AAPL
2023-11-20,189.88999938964844,191.91000366210938,189.8800048828125,191.4499969482422,191.4499969482422,46505100.0,AAPL
2023-11-21,191.41000366210938,191.52000427246094,189.74000549316406,190.63999938964844,190.63999938964844,38134500.0,AAPL
2023-11-22,191.49000549316406,192.92999267578125,190.8300018310547,191.30999755859375,191.30999755859375,39617700.0,AAPL
2023-11-24,190.8699951171875,190.89999389648438,189.25,189.97000122070312,189.97000122070312,24048300.0,AAPL
2023-11-27,189.9199981689453,190.6699981689453,188.89999389648438,189.7899932861328,189.7899932861328,40552600.0,AAPL
2023-11-28,189.77999877929688,191.0800018310547,189.39999389648438,190.39999389648438,190.39999389648438,38415400.0,AAPL
2023-11-29,190.89999389648438,192.08999633789062,188.97000122070312,189.3699951171875,189.3699951171875,43014200.0,AAPL
2023-11-30,189.83999633789062,190.32000732421875,188.19000244140625,189.9499969482422,189.9499969482422,48794400.0,AAPL
2023-12-01,190.3300018310547,191.55999755859375,189.22999572753906,191.24000549316406,191.24000549316406,45679300.0,AAPL
2023-12-04,189.97999572753906,190.0500030517578,187.4499969482422,189.42999267578125,189.42999267578125,43389500.0,AAPL
2023-12-05,190.2100067138672,194.39999389648438,190.17999267578125,193.4199981689453,193.4199981689453,66628400.0,AAPL
2023-12-06,194.4499969482422,194.75999450683594,192.11000061035156,192.32000732421875,192.32000732421875,41089700.0,AAPL
2023-12-07,193.6300048828125,195.0,193.58999633789062,194.27000427246094,194.27000427246094,47477700.0,AAPL
2023-12-08,194.1999969482422,195.99000549316406,193.6699981689453,195.7100067138672,195.7100067138672,53377300.0,AAPL
2023-12-11,193.11000061035156,193.49000549316406,191.4199981689453,193.17999267578125,193.17999267578125,60943700.0,AAPL
2023-12-12,193.0800018310547,194.72000122070312,191.72000122070312,194.7100067138672,194.7100067138672,52696900.0,AAPL
2023-12-13,195.08999633789062,198.0,194.85000610351562,197.9600067138672,197.9600067138672,70404200.0,AAPL
2023-12-14,198.02000427246094,199.6199951171875,196.16000366210938,198.11000061035156,198.11000061035156,66831600.0,AAPL
2023-12-15,197.52999877929688,198.39999389648438,197.0,197.57000732421875,197.57000732421875,128256700.0,AAPL
2023-12-18,196.08999633789062,196.6300048828125,194.38999938964844,195.88999938964844,195.88999938964844,55751900.0,AAPL
2023-12-19,196.16000366210938,196.9499969482422,195.88999938964844,196.94000244140625,196.94000244140625,40714100.0,AAPL
2023-12-20,196.89999389648438,197.67999267578125,194.8300018310547,194.8300018310547,194.8300018310547,52242800.0,AAPL
2023-12-21,196.10000610351562,197.0800018310547,193.5,194.67999267578125,194.67999267578125,46482500.0,AAPL
2023-12-22,195.17999267578125,195.41000366210938,192.97000122070312,193.60000610351562,193.60000610351562,37122800.0,AAPL
2023-12-26,193.61000061035156,193.88999938964844,192.8300018310547,193.0500030517578,193.0500030517578,28919300.0,AAPL
2023-12-27,192.49000549316406,193.5,191.08999633789062,193.14999389648438,193.14999389648438,48087700.0,AAPL
2023-12-28,194.13999938964844,194.66000366210938,193.1699981689453,193.5800018310547,193.5800018310547,34049900.0,AAPL
2023-12-29,193.89999389648438,194.39999389648438,191.72999572753906,192.52999877929688,192.52999877929688,42628800.0,AAPL
2024-01-02,187.14999389648438,188.44000244140625,183.88999938964844,185.63999938964844,185.63999938964844,82488700.0,AAPL
2024-01-03,184.22000122070312,185.8800048828125,183.42999267578125,184.25,184.25,58414500.0,AAPL
2024-01-04,182.14999389648438,183.08999633789062,180.8800048828125,181.91000366210938,181.91000366210938,71983600.0,AAPL
2024-01-05,181.99000549316406,182.75999450683594,180.1699981689453,181.17999267578125,181.17999267578125,62303300.0,AAPL
2024-01-08,182.08999633789062,185.60000610351562,181.5,185.55999755859375,185.55999755859375,59144500.0,AAPL
2024-01-09,183.9199981689453,185.14999389648438,182.72999572753906,185.13999938964844,185.13999938964844,42841800.0,AAPL
2024-01-10,184.35000610351562,186.39999389648438,183.9199981689453,186.19000244140625,186.19000244140625,46792900.0,AAPL
2024-01-11,186.5399932861328,187.0500030517578,183.6199951171875,185.58999633789062,185.58999633789062,49128400.0,AAPL
2024-01-12,186.05999755859375,186.74000549316406,185.19000244140625,185.9199981689453,185.9199981689453,40444700.0,AAPL
2024-01-16,182.16000366210938,184.25999450683594,180.92999267578125,183.6300048828125,183.6300048828125,65603000.0,AAPL
2024-01-17,181.27000427246094,182.6800994873047,180.3000030517578,182.19760131835938,182.19760131835938,34114350.0,AAPL
2023-11-17,373.6099853515625,374.3699951171875,367.0,369.8500061035156,369.8500061035156,40157000.0,MSFT
2023-11-20,371.2200012207031,378.8699951171875,371.0,377.44000244140625,377.44000244140625,52465100.0,MSFT
2023-11-21,375.6700134277344,376.2200012207031,371.1199951171875,373.07000732421875,373.07000732421875,28423100.0,MSFT
2023-11-22,378.0,379.7900085449219,374.9700012207031,377.8500061035156,377.8500061035156,23345300.0,MSFT
2023-11-24,377.3299865722656,377.9700012207031,375.1400146484375,377.42999267578125,377.42999267578125,10176600.0,MSFT
2023-11-27,376.7799987792969,380.6400146484375,376.20001220703125,378.6099853515625,378.6099853515625,22179200.0,MSFT
2023-11-28,378.3500061035156,383.0,378.1600036621094,382.70001220703125,382.70001220703125,20453100.0,MSFT
2023-11-29,383.760009765625,384.29998779296875,377.44000244140625,378.8500061035156,378.8500061035156,28963400.0,MSFT
2023-11-30,378.489990234375,380.0899963378906,375.4700012207031,378.9100036621094,378.9100036621094,30554400.0,MSFT
2023-12-01,376.760009765625,378.1600036621094,371.30999755859375,374.510009765625,374.510009765625,33020400.0,MSFT
2023-12-04,369.1000061035156,369.5199890136719,362.8999938964844,369.1400146484375,369.1400146484375,32063300.0,MSFT
2023-12-05,366.45001220703125,373.0799865722656,365.6199951171875,372.5199890136719,372.5199890136719,23065000.0,MSFT
2023-12-06,373.5400085449219,374.17999267578125,368.0299987792969,368.79998779296875,368.79998779296875,21182100.0,MSFT
2023-12-07,368.2300109863281,371.45001220703125,366.32000732421875,370.95001220703125,370.95001220703125,23118900.0,MSFT
2023-12-08,369.20001220703125,374.4599914550781,368.2300109863281,374.2300109863281,374.2300109863281,20144800.0,MSFT
2023-12-11,368.4800109863281,371.6000061035156,366.1000061035156,371.29998779296875,371.29998779296875,27708800.0,MSFT
2023-12-12,370.8500061035156,374.4200134277344,370.4599914550781,374.3800048828125,374.3800048828125,24838300.0,MSFT
2023-12-13,376.0199890136719,377.6400146484375,370.7699890136719,374.3699951171875,374.3699951171875,30955500.0,MSFT
2023-12-14,373.30999755859375,373.760009765625,364.1300048828125,365.92999267578125,365.92999267578125,43277500.0,MSFT
2023-12-15,366.8500061035156,372.3999938964844,366.2799987792969,370.7300109863281,370.7300109863281,78478200.0,MSFT
2023-12-18,369.45001220703125,373.0,368.67999267578125,372.6499938964844,372.6499938964844,21802900.0,MSFT
2023-12-19,371.489990234375,373.260009765625,369.8399963378906,373.260009765625,373.260009765625,20603700.0,MSFT
2023-12-20,375.0,376.0299987792969,370.5299987792969,370.6199951171875,370.6199951171875,26316700.0,MSFT
2023-12-21,372.55999755859375,374.4100036621094,370.0400085449219,373.5400085449219,373.5400085449219,17708000.0,MSFT
2023-12-22,373.67999267578125,375.17999267578125,372.7099914550781,374.5799865722656,374.5799865722656,17091100.0,MSFT
2023-12-26,375.0,376.94000244140625,373.5,374.6600036621094,374.6600036621094,12673100.0,MSFT
2023-12-27,373.69000244140625,375.05999755859375,372.80999755859375,374.07000732421875,374.07000732421875,14905400.0,MSFT
2023-12-28,375.3699951171875,376.4599914550781,374.1600036621094,375.2799987792969,375.2799987792969,14327000.0,MSFT
2023-12-29,376.0,377.1600036621094,373.4800109863281,376.0400085449219,376.0400085449219,18723000.0,MSFT
2024-01-02,373.8599853515625,375.8999938964844,366.7699890136719,370.8699951171875,370.8699951171875,25258600.0,MSFT
2024-01-03,369.010009765625,373.260009765625,368.510009765625,370.6000061035156,370.6000061035156,23083500.0,MSFT
2024-01-04,370.6700134277344,373.1000061035156,367.1700134277344,367.94000244140625,367.94000244140625,20901500.0,MSFT
2024-01-05,368.9700012207031,372.05999755859375,366.5,367.75,367.75,20987000.0,MSFT
2024-01-08,369.29998779296875,375.20001220703125,369.010009765625,374.69000244140625,374.69000244140625,23134000.0,MSFT
2024-01-09,372.010009765625,375.989990234375,371.19000244140625,375.7900085449219,375.7900085449219,20830000.0,MSFT
2024-01-10,376.3699951171875,384.1700134277344,376.32000732421875,382.7699890136719,382.7699890136719,25514200.0,MSFT
2024-01-11,386.0,390.67999267578125,380.3800048828125,384.6300048828125,384.6300048828125,27850800.0,MSFT
2024-01-12,385.489990234375,388.67999267578125,384.6499938964844,388.4700012207031,388.4700012207031,21645700.0,MSFT
2024-01-16,393.6600036621094,394.0299987792969,387.6199951171875,390.2699890136719,390.2699890136719,27202300.0,MSFT
2024-01-17,387.9800109863281,390.1099853515625,384.82000732421875,388.5400085449219,388.5400085449219,13893162.0,MSFT
2023-11-17,142.66000366210938,145.22999572753906,142.5399932861328,145.17999267578125,145.17999267578125,49636700.0,AMZN
2023-11-20,145.1300048828125,146.6300048828125,144.72999572753906,146.1300048828125,146.1300048828125,41951200.0,AMZN
2023-11-21,143.91000366210938,144.0500030517578,141.5,143.89999389648438,143.89999389648438,71226000.0,AMZN
2023-11-22,144.57000732421875,147.74000549316406,144.57000732421875,146.7100067138672,146.7100067138672,45669100.0,AMZN
2023-11-24,146.6999969482422,147.1999969482422,145.32000732421875,146.74000549316406,146.74000549316406,22378400.0,AMZN
2023-11-27,147.52999877929688,149.25999450683594,146.8800048828125,147.72999572753906,147.72999572753906,53762400.0,AMZN
2023-11-28,146.97999572753906,147.60000610351562,145.52999877929688,147.02999877929688,147.02999877929688,42711700.0,AMZN
2023-11-29,147.85000610351562,148.5399932861328,145.97000122070312,146.32000732421875,146.32000732421875,40610900.0,AMZN
2023-11-30,144.75999450683594,146.92999267578125,144.3300018310547,146.08999633789062,146.08999633789062,65814000.0,AMZN
2023-12-01,146.0,147.25,145.5500030517578,147.02999877929688,147.02999877929688,39924600.0,AMZN
2023-12-04,145.25,145.35000610351562,142.80999755859375,144.83999633789062,144.83999633789062,48294200.0,AMZN
2023-12-05,143.5500030517578,148.57000732421875,143.1300048828125,146.8800048828125,146.8800048828125,46822400.0,AMZN
2023-12-06,147.5800018310547,147.85000610351562,144.27999877929688,144.52000427246094,144.52000427246094,39679000.0,AMZN
2023-12-07,146.14999389648438,147.9199981689453,145.33999633789062,146.8800048828125,146.8800048828125,52352800.0,AMZN
2023-12-08,145.47999572753906,147.83999633789062,145.39999389648438,147.4199981689453,147.4199981689453,41858000.0,AMZN
2023-12-11,145.66000366210938,146.19000244140625,143.63999938964844,145.88999938964844,145.88999938964844,50907300.0,AMZN
2023-12-12,145.52000427246094,147.5,145.3000030517578,147.47999572753906,147.47999572753906,44944300.0,AMZN
2023-12-13,148.1199951171875,149.4600067138672,146.82000732421875,148.83999633789062,148.83999633789062,52766200.0,AMZN
2023-12-14,149.92999267578125,150.5399932861328,145.52000427246094,147.4199981689453,147.4199981689453,58400800.0,AMZN
2023-12-15,148.3800048828125,150.57000732421875,147.8800048828125,149.97000122070312,149.97000122070312,110039100.0,AMZN
2023-12-18,150.55999755859375,154.85000610351562,150.0500030517578,154.07000732421875,154.07000732421875,62512800.0,AMZN
2023-12-19,154.39999389648438,155.1199951171875,152.69000244140625,153.7899932861328,153.7899932861328,43171300.0,AMZN
2023-12-20,152.89999389648438,155.6300048828125,151.55999755859375,152.1199951171875,152.1199951171875,50322100.0,AMZN
2023-12-21,153.3000030517578,153.97000122070312,152.10000610351562,153.83999633789062,153.83999633789062,36305700.0,AMZN
2023-12-22,153.77000427246094,154.35000610351562,152.7100067138672,153.4199981689453,153.4199981689453,29480100.0,AMZN
2023-12-26,153.55999755859375,153.97999572753906,153.02999877929688,153.41000366210938,153.41000366210938,25067200.0,AMZN
2023-12-27,153.55999755859375,154.77999877929688,153.1199951171875,153.33999633789062,153.33999633789062,31434700.0,AMZN
2023-12-28,153.72000122070312,154.0800018310547,152.9499969482422,153.3800048828125,153.3800048828125,27057000.0,AMZN
2023-12-29,153.10000610351562,153.88999938964844,151.02999877929688,151.94000244140625,151.94000244140625,39789000.0,AMZN
2024-01-02,151.5399932861328,152.3800048828125,148.38999938964844,149.92999267578125,149.92999267578125,47339400.0,AMZN
2024-01-03,149.1999969482422,151.0500030517578,148.3300018310547,148.47000122070312,148.47000122070312,49425500.0,AMZN
2024-01-04,145.58999633789062,147.3800048828125,144.0500030517578,144.57000732421875,144.57000732421875,56039800.0,AMZN
2024-01-05,144.69000244140625,146.58999633789062,144.52999877929688,145.24000549316406,145.24000549316406,45124800.0,AMZN
2024-01-08,146.74000549316406,149.39999389648438,146.14999389648438,149.10000610351562,149.10000610351562,46757100.0,AMZN
2024-01-09,148.3300018310547,151.7100067138672,148.2100067138672,151.3699951171875,151.3699951171875,43812600.0,AMZN
2024-01-10,152.05999755859375,154.4199981689453,151.8800048828125,153.72999572753906,153.72999572753906,44421800.0,AMZN
2024-01-11,155.0399932861328,157.1699981689453,153.1199951171875,155.17999267578125,155.17999267578125,49072700.0,AMZN
2024-01-12,155.38999938964844,156.1999969482422,154.00999450683594,154.6199951171875,154.6199951171875,40460300.0,AMZN
2024-01-16,153.52999877929688,154.99000549316406,152.14999389648438,153.16000366210938,153.16000366210938,41384600.0,AMZN
2024-01-17,151.49000549316406,152.14999389648438,149.91000366210938,151.10499572753906,151.10499572753906,23682298.0,AMZN
2023-11-17,137.82000732421875,138.0,135.47999572753906,136.94000244140625,136.94000244140625,25565300.0,GOOG
2023-11-20,135.5,138.4250030517578,135.49000549316406,137.9199981689453,137.9199981689453,19569400.0,GOOG
2023-11-21,137.94000244140625,138.96499633789062,137.7050018310547,138.6199951171875,138.6199951171875,17648100.0,GOOG
2023-11-22,139.10000610351562,141.10000610351562,139.0,140.02000427246094,140.02000427246094,17306400.0,GOOG
